위치,법정동명,법정동코드,대피소명,경도,위도,수용가능인원,구,시,현재인원,비율,읍면동,담당자 연락처
전라북도 순창군 풍산면 반월리 153,전라북도 순창군 풍산면,45770330,풍산초등학교 운동장,127.1372945,35.33720938,6592,순창군,전라북도,2113,0.320540049,풍산면,010-1861-2040
전라북도 순창군 금과면 매우리 145,전라북도 순창군 금과면,45770340,금과초등학교 운동장,127.0873979,35.33946288,6067,순창군,전라북도,1172,0.193176199,금과면,010-3327-8803
전라북도 순창군 팔덕면 용산리 353-1,전라북도 순창군 팔덕면,45770350,팔덕초등학교 운동장,127.0970321,35.39239272,6950,순창군,전라북도,6922,0.995971223,팔덕면,010-3586-8757
충청남도 예산군 광시면 광시리 76-0,충청남도 예산군 광시면,44810330,웅산초등학교,126.774,36.550811,5832,예산군,충청남도,1460,0.250342936,광시면,010-8967-1426
충청남도 예산군 광시면 하장대리 1-3,충청남도 예산군 광시면,44810330,광시중학교,126.771722,36.548228,7413,예산군,충청남도,783,0.105625253,광시면,010-5812-8919
충청남도 예산군 대흥면 동서리 82-1,충청남도 예산군 대흥면,44810340,대흥초등학교,126.789932,36.607159,5075,예산군,충청남도,1225,0.24137931,대흥면,010-5046-8746
충청남도 예산군 대흥면 상중리 231-0,충청남도 예산군 대흥면,44810340,대흥중학교,126.792524,36.604812,5290,예산군,충청남도,4007,0.757466919,대흥면,010-7168-4190
전라북도 군산시 임피면 영창리 1228-1,전라북도 군산시 임피면,45130330,임피문화마을,126.8730223,35.97015326,1766,군산시,전라북도,347,0.196489241,임피면,010-8175-2925
전라북도 군산시 서수면 서수리 760-0,전라북도 군산시 서수면,45130340,서수초등학교 운동장,126.8770126,35.9830377,1412,군산시,전라북도,293,0.207507082,서수면,010-8392-2758
전라북도 군산시 서수면 서수리 1085-1,전라북도 군산시 서수면,45130340,임피중학교 운동장,126.8689344,35.98401773,8027,군산시,전라북도,1332,0.165939953,서수면,010-2202-9641
전라북도 군산시 서수면 서수리 2100-1,전라북도 군산시 서수면,45130340,서수문화마을,126.8664451,35.98289978,1564,군산시,전라북도,669,0.427749361,서수면,010-3458-2156
경기도 화성시 기안동 226,경기도 화성시 기안동,41590124,기안초등학교 운동장,126.9822947,37.22505091,8614,화성시,경기도,6597,0.765846297,기안동,010-4015-6818
경기도 화성시 기안동 927,경기도 화성시 기안동,41590124,기배역사공원,126.983796,37.214742,11924,화성시,경기도,9548,0.800738007,기안동,010-8359-6514
경기도 화성시 송산동 146-9,경기도 화성시 송산동,41590125,화산초등학교 운동장,127.014012,37.21035683,11909,화성시,경기도,5094,0.427743723,송산동,010-5974-7108
전라북도 임실군 강진면 갈담리 323-1,전라북도 임실군 강진면,45750390,갈담초등학교 운동장,127.1655505,35.53175548,3751,임실군,전라북도,2387,0.636363636,강진면,010-5499-6640
전라북도 임실군 강진면 갈담리 333-0,전라북도 임실군 강진면,45750390,한국치즈과학고등학교 운동장,127.1642446,35.53310875,2003,임실군,전라북도,902,0.450324513,강진면,010-9401-5464
전라북도 임실군 강진면 회진리 39-1,전라북도 임실군 강진면,45750390,섬진중학교 운동장,127.1522999,35.52701888,4535,임실군,전라북도,4068,0.897023153,강진면,010-7291-3502
전라북도 임실군 덕치면 일중리 221,전라북도 임실군 덕치면,45750400,덕치초등학교 운동장,127.14866,35.49612388,2692,임실군,전라북도,1087,0.403789004,덕치면,010-5992-7033
전라북도 임실군 지사면 금평리 47-0,전라북도 임실군 지사면,45750410,지사중학교 운동장,127.3594031,35.56680023,11692,임실군,전라북도,632,0.054054054,지사면,010-9340-2607
전라북도 임실군 지사면 방계리 558,전라북도 임실군 지사면,45750410,지사초등학교 운동장,127.3565397,35.56393263,3460,임실군,전라북도,2904,0.839306358,지사면,010-5059-9321
전라북도 군산시 개정면 통사리 581-4,전라북도 군산시 개정면,45130360,개정통사문화마을,126.8006067,35.95394877,1316,군산시,전라북도,342,0.259878419,개정면,010-9891-5520
전라북도 군산시 성산면 고봉리 328-0,전라북도 군산시 성산면,45130370,성산초등학교 운동장,126.7856338,35.990536,3115,군산시,전라북도,1187,0.38105939,성산면,010-2809-3721
전라북도 군산시 성산면 도암리 608-8,전라북도 군산시 성산면,45130370,군장대학교 운동장,126.7839323,36.00025001,2351,군산시,전라북도,1456,0.619310932,성산면,010-4051-2620
전라북도 군산시 성산면 창오리 221-4,전라북도 군산시 성산면,45130370,창오초등학교 운동장,126.8165193,35.98490488,4875,군산시,전라북도,4375,0.897435897,성산면,010-8186-5564
전라북도 익산시 남중동 252-2,전라북도 익산시 남중동,45140113,이리남창초등학교 운동장,126.9539469,35.94488955,4728,익산시,전라북도,1983,0.419416244,남중동,010-6375-5375
전라북도 익산시 남중동 379-2,전라북도 익산시 남중동,45140113,이리공고등학교 운동장,126.9536841,35.95310162,8801,익산시,전라북도,2387,0.27121918,남중동,010-9058-8503
전라북도 익산시 남중동 201-5,전라북도 익산시 남중동,45140113,이리여고등학교 운동장,126.9509375,35.94556704,3370,익산시,전라북도,3201,0.949851632,남중동,010-5673-4771
전라북도 익산시 남중동 7-4,전라북도 익산시 남중동,45140113,이리북초등학교 운동장,126.9601911,35.95232431,5110,익산시,전라북도,880,0.17221135,남중동,010-3840-3039
전라북도 익산시 남중동 218-1,전라북도 익산시 남중동,45140113,이리고등학교 운동장,126.9557762,35.94882849,5694,익산시,전라북도,594,0.104320337,남중동,010-6847-4336
전라북도 익산시 남중동 55-1,전라북도 익산시 남중동,45140113,전북기계공고등학교 운동장,126.9602731,35.94838421,13575,익산시,전라북도,12098,0.891197053,남중동,010-7867-4169
전라북도 익산시 모현동1가 73-0,전라북도 익산시 모현동1가,45140114,이리고현초등학교 운동장,126.9474756,35.95181823,4416,익산시,전라북도,1230,0.278532609,모현동1가,010-4124-2567
전라북도 익산시 모현동1가 520-0,전라북도 익산시 모현동1가,45140114,원광정예고등학교 운동장,126.9456845,35.9541902,4618,익산시,전라북도,3175,0.687527068,모현동1가,010-2890-6210
전라북도 익산시 모현동1가 264-7,전라북도 익산시 모현동1가,45140114,이리모현초등학교 운동장,126.9396003,35.94501293,4536,익산시,전라북도,517,0.113977072,모현동1가,010-8998-4957
전라북도 군산시 나포면 옥곤리 459-11,전라북도 군산시 나포면,45130380,나포문화마을,126.8329874,36.02939692,1935,군산시,전라북도,1917,0.990697674,나포면,010-6881-2089
전라북도 군산시 나포면 주곡리 1131-7,전라북도 군산시 나포면,45130380,나포원주곡마을,126.8237097,36.00730908,816,군산시,전라북도,669,0.819852941,나포면,010-5282-8599
전라북도 군산시 옥도면 개야도리 563-0,전라북도 군산시 옥도면,45130390,개야도초등학교 운동장,126.5491797,36.04267692,2232,군산시,전라북도,2125,0.952060932,옥도면,010-3751-2306
전라북도 군산시 옥도면 선유도리 234-0,전라북도 군산시 옥도면,45130390,선유도중학교,126.4123919,35.8119884,1020,군산시,전라북도,749,0.734313725,옥도면,010-5922-4978
전라북도 군산시 옥도면 무녀도리 산108-0,전라북도 군산시 옥도면,45130390,무녀도초등학교 운동장,126.4253482,35.80499638,1265,군산시,전라북도,628,0.496442688,옥도면,010-9264-7132
전라북도 군산시 옥도면 신시도리 66-0,전라북도 군산시 옥도면,45130390,신시도초등학교 운동장,126.4479592,35.81521636,1629,군산시,전라북도,546,0.335174954,옥도면,010-3272-6044
전라북도 군산시 옥도면 야미도리 18-0,전라북도 군산시 옥도면,45130390,신시도초등학교야미도분교 운동장,126.4918277,35.84178408,1426,군산시,전라북도,892,0.625525947,옥도면,010-1826-8336
전라북도 군산시 옥서면 옥봉리 88-0,전라북도 군산시 옥서면,45130400,옥봉초등학교,126.6410719,35.92707218,4660,군산시,전라북도,3736,0.801716738,옥서면,010-9040-6018
전라북도 군산시 옥서면 옥봉리 2067-0,전라북도 군산시 옥서면,45130400,옥서문화마을,126.6350805,35.92931101,444,군산시,전라북도,217,0.488738739,옥서면,010-4324-3039
전라북도 군산시 옥서면 옥봉리 56-4,전라북도 군산시 옥서면,45130400,옥서면사무소,126.6451339,35.92449485,1200,군산시,전라북도,757,0.630833333,옥서면,010-4561-7534
전라북도 익산시 평화동 169-0,전라북도 익산시 평화동,45140106,전북제일고등학교 운동장,126.9420841,35.93487925,5922,익산시,전라북도,2223,0.375379939,평화동,010-7515-2391
전라북도 익산시 갈산동 47-0,전라북도 익산시 갈산동,45140107,이리중앙초등학교 운동장,126.95,35.94,5001,익산시,전라북도,2365,0.472905419,갈산동,010-5729-2001
전라북도 익산시 인화동1가 2-42,전라북도 익산시 인화동1가,45140109,이일여고등학교 운동장,126.9494148,35.93495368,3213,익산시,전라북도,142,0.044195456,인화동1가,010-4315-1637
전라북도 익산시 동산동 1062-0,전라북도 익산시 동산동,45140111,이리동중학교 운동장,126.9693219,35.93298082,9227,익산시,전라북도,8543,0.92586973,동산동,010-6085-4040
전라북도 익산시 동산동 539-3,전라북도 익산시 동산동,45140111,익산옥야초등학교 운동장,126.9596561,35.92177711,4344,익산시,전라북도,938,0.215930018,동산동,010-7462-4909
전라북도 익산시 동산동 140-1,전라북도 익산시 동산동,45140111,이리동남초등학교 운동장,126.9705891,35.93120388,3393,익산시,전라북도,2734,0.805776599,동산동,010-1537-5391
전라북도 군산시 서수면 마룡리 338-0,전라북도 군산시 서수면,45130340,마룡초등학교 운동장,126.8777817,36.00308429,3755,군산시,전라북도,2805,0.747003995,서수면,010-8673-6090
전라북도 군산시 서수면 금암리 261-0,전라북도 군산시 서수면,45130340,금암초등학교 운동장,126.9080278,36.00549494,5305,군산시,전라북도,2139,0.403204524,서수면,010-1434-8460
전라북도 군산시 대야면 산월리 448-0,전라북도 군산시 대야면,45130350,대야초등학교 운동장,126.8190159,35.94830636,5332,군산시,전라북도,814,0.152663166,대야면,010-8458-6291
전라북도 군산시 대야면 산월리 476-0,전라북도 군산시 대야면,45130350,대야시장,126.8189489,35.9454841,12760,군산시,전라북도,5340,0.418495298,대야면,010-6431-8531
전라북도 군산시 대야면 지경리 877-10,전라북도 군산시 대야면,45130350,옥구중학교 운동장,126.8052166,35.94265529,1609,군산시,전라북도,484,0.300807955,대야면,010-4165-4772
전라북도 군산시 대야면 지경리 731-6,전라북도 군산시 대야면,45130350,대야면사무소,126.8113407,35.94648784,1484,군산시,전라북도,119,0.080188679,대야면,010-3318-8585
전라북도 군산시 대야면 복교리 954-10,전라북도 군산시 대야면,45130350,대야남초등학교,126.8201245,35.91945063,2946,군산시,전라북도,460,0.156143924,대야면,010-4185-1993
전라북도 군산시 개정면 아동리 233-3,전라북도 군산시 개정면,45130360,개정초등학교 운동장,126.7691225,35.96304876,7767,군산시,전라북도,6272,0.807518991,개정면,010-5399-2290
전라북도 군산시 개정면 발산리 45-1,전라북도 군산시 개정면,45130360,발산초등학교 운동장,126.7964966,35.95909363,3700,군산시,전라북도,3100,0.837837838,개정면,010-2454-6530
전라북도 부안군 계화면 창북리 783,전라북도 부안군 계화면,45800340,계화중학교 운동장,126.6941566,35.759471,12465,부안군,전라북도,7171,0.575290814,계화면,010-3105-6426
전라북도 부안군 계화면 창북리 858-0,전라북도 부안군 계화면,45800340,창북초등학교 운동장,126.693967,35.76193952,6232,부안군,전라북도,4510,0.723684211,계화면,010-5417-9806
전라북도 고창군 부안면 상암리 7971,전라북도 고창군 부안면,45790430,상포마을 광장,126.634261,35.571199,861,고창군,전라북도,257,0.298490128,부안면,010-3765-5786
전라북도 고창군 부안면 봉암리 871-1,전라북도 고창군 부안면,45790430,인촌마을 광장,126.62559,35.553604,1118,고창군,전라북도,907,0.811270125,부안면,010-5874-8038
전라북도 고창군 부안면 송현리 539,전라북도 고창군 부안면,45790430,안현마을 광장,126.611022,35.539086,121,고창군,전라북도,66,0.545454545,부안면,010-3030-6188
전라북도 고창군 부안면 선운리 514,전라북도 고창군 부안면,45790430,진마마을 광장,126.608262,35.5365,373,고창군,전라북도,196,0.525469169,부안면,010-5160-8132
전라북도 고창군 부안면 용산리 161-5,전라북도 고창군 부안면,45790430,용산마을 광장,126.637753,35.501714,632,고창군,전라북도,507,0.80221519,부안면,010-2537-6154
전라북도 고창군 부안면 상등리 665-0,전라북도 고창군 부안면,45790430,고창북중학교,126.6596868,35.5093512,10770,고창군,전라북도,4374,0.406128134,부안면,010-9457-1708
전라북도 고창군 부안면 상등리 592,전라북도 고창군 부안면,45790430,상굴마을 광장,126.664678,35.505581,124,고창군,전라북도,23,0.185483871,부안면,010-9620-4711
전라북도 고창군 부안면 상등리 278-7,전라북도 고창군 부안면,45790430,구현마을 광장,126.66952,35.50416,204,고창군,전라북도,91,0.446078431,부안면,010-9748-3615
전라북도 고창군 부안면 사창리 385-1,전라북도 고창군 부안면,45790430,사창마을 광장,126.674801,35.494525,212,고창군,전라북도,42,0.198113208,부안면,010-6458-8192
전라북도 고창군 부안면 사창리 109-1,전라북도 고창군 부안면,45790430,진목마을 광장,126.679512,35.490949,145,고창군,전라북도,133,0.917241379,부안면,010-2923-2347
전라북도 부안군 부안읍 동중리 173-3,전라북도 부안군 부안읍,45800250,부안초등학교 운동장,126.7335703,35.7285865,5975,부안군,전라북도,2730,0.456903766,부안읍,010-9191-8986
전라북도 부안군 부안읍 서외리 410-1,전라북도 부안군 부안읍,45800250,부안중학교 운동장,126.7248767,35.727392,9069,부안군,전라북도,230,0.02536112,부안읍,010-8986-8272
전라북도 부안군 부안읍 선은리 135,전라북도 부안군 부안읍,45800250,삼남중학교 운동장,126.7416806,35.7294199,7480,부안군,전라북도,2742,0.36657754,부안읍,010-7155-2942
전라북도 부안군 부안읍 봉덕리 446-0,전라북도 부안군 부안읍,45800250,부안동초등학교 운동장,126.7386697,35.71699758,4266,부안군,전라북도,623,0.146038444,부안읍,010-7853-1372
전라북도 부안군 부안읍 봉덕리 658-2,전라북도 부안군 부안읍,45800250,낭주중학교,126.7344,35.7146,5625,부안군,전라북도,4680,0.832,부안읍,010-2588-5734
전라북도 부안군 부안읍 봉덕리 8-1,전라북도 부안군 부안읍,45800250,부안자연마당 잔디광장,126.7457375,35.72539629,5454,부안군,전라북도,5177,0.949211588,부안읍,010-7844-5906
전라북도 고창군 성내면 신성리 702-1,전라북도 고창군 성내면,45790410,관동마을광장,126.730559,35.558211,197,고창군,전라북도,103,0.52284264,성내면,010-3663-8115
전라북도 고창군 성내면 신성리 100-1,전라북도 고창군 성내면,45790410,성내중학교,126.744535,35.54265795,19941,고창군,전라북도,19619,0.983852364,성내면,010-8386-1846
전라북도 고창군 성내면 산림리 319-2,전라북도 고창군 성내면,45790410,낙산마을광장,126.759881,35.524935,804,고창군,전라북도,717,0.891791045,성내면,010-4766-1388
전라북도 고창군 신림면 무림리 299,전라북도 고창군 신림면,45790420,임리마을 광장,126.714355,35.488975,1065,고창군,전라북도,367,0.344600939,신림면,010-2966-7566
전라북도 고창군 신림면 무림리 16-1,전라북도 고창군 신림면,45790420,신림중학교,126.7170983,35.48707054,12000,고창군,전라북도,3942,0.3285,신림면,010-3075-2400
전라북도 고창군 신림면 외화리 62-2,전라북도 고창군 신림면,45790420,화룡마을 광장,126.72279,35.494109,216,고창군,전라북도,61,0.282407407,신림면,010-5806-6025
전라북도 고창군 신림면 도림리 290-4,전라북도 고창군 신림면,45790420,왕림마을 광장,126.736941,35.491667,263,고창군,전라북도,186,0.707224335,신림면,010-7279-3854
전라북도 고창군 신림면 가평리 639-0,전라북도 고창군 신림면,45790420,가평초등학교,126.7383571,35.47734728,8544,고창군,전라북도,1515,0.177317416,신림면,010-5877-4102
전라북도 고창군 신림면 반룡리 510-1,전라북도 고창군 신림면,45790420,반룡마을 광장,126.7228745,35.46237975,265,고창군,전라북도,109,0.411320755,신림면,010-6836-9076
전라북도 고창군 신림면 자포리 284,전라북도 고창군 신림면,45790420,해암마을 광장,126.700106,35.473919,198,고창군,전라북도,127,0.641414141,신림면,010-8022-6392
전라북도 고창군 신림면 송용리 349-10,전라북도 고창군 신림면,45790420,송촌마을 광장,126.713824,35.47681,335,고창군,전라북도,277,0.826865672,신림면,010-8916-7724
전라북도 고창군 신림면 법지리 13-1,전라북도 고창군 신림면,45790420,신림초등학교,126.6999487,35.49398914,12189,고창군,전라북도,3326,0.27286898,신림면,010-9180-6615
전라북도 고창군 신림면 벽송리 373-8,전라북도 고창군 신림면,45790420,벽송마을 광장,126.684119,35.480131,166,고창군,전라북도,35,0.210843373,신림면,010-4882-3156
전라북도 고창군 신림면 부송리 309-3,전라북도 고창군 신림면,45790420,부송마을 광장,126.692059,35.472883,161,고창군,전라북도,119,0.739130435,신림면,010-9597-5931
전라북도 고창군 부안면 오산리 202-2,전라북도 고창군 부안면,45790430,부안초등학교,126.6630548,35.51220258,13673,고창군,전라북도,1104,0.08074307,부안면,010-1898-8481
전라북도 고창군 부안면 수남리 157,전라북도 고창군 부안면,45790430,지동마을 광장,126.671419,35.520957,233,고창군,전라북도,32,0.137339056,부안면,010-3651-5796
전라북도 고창군 대산면 춘산리 762-1,전라북도 고창군 대산면,45790380,약산마을광장,126.568052,35.31264,1118,고창군,전라북도,290,0.259391771,대산면,010-7183-4562
전라북도 고창군 대산면 해룡리 362,전라북도 고창군 대산면,45790380,대촌마을광장,126.534832,35.314873,694,고창군,전라북도,63,0.090778098,대산면,010-7418-7995
전라북도 고창군 심원면 만돌리 960-26,전라북도 고창군 심원면,45790390,만돌갯벌체험장,126.564929,35.539946,5821,고창군,전라북도,5583,0.959113554,심원면,010-9276-1384
전라북도 고창군 심원면 두어리 611,전라북도 고창군 심원면,45790390,두어마을광장,126.53676,35.525789,800,고창군,전라북도,108,0.135,심원면,010-6264-7109
전라북도 고창군 심원면 연화리 664-9,전라북도 고창군 심원면,45790390,심원중학교,126.5482161,35.52060602,12126,고창군,전라북도,10176,0.839188521,심원면,010-8522-7824
전라북도 고창군 심원면 월산리 1036,전라북도 고창군 심원면,45790390,사등마을광장,126.555813,35.534117,763,고창군,전라북도,663,0.868938401,심원면,010-2675-1896
전라북도 고창군 심원면 월산리 774-0,전라북도 고창군 심원면,45790390,심원초등학교,126.5523851,35.5254405,10322,고창군,전라북도,1914,0.18542918,심원면,010-1250-8730
전라북도 고창군 심원면 하전리 709-1,전라북도 고창군 심원면,45790390,하전갯벌체험장,126.564929,35.539946,792,고창군,전라북도,402,0.507575758,심원면,010-3392-2175
전라북도 부안군 줄포면 줄포리 272-0,전라북도 부안군 줄포면,45800410,줄포중학교 운동장,126.6756946,35.59290558,5695,부안군,전라북도,1382,0.242669008,줄포면,010-6558-1943
전라북도 부안군 줄포면 줄포리 200-0,전라북도 부안군 줄포면,45800410,줄포초등학교 운동장,126.6810751,35.59120867,5894,부안군,전라북도,4881,0.828130302,줄포면,010-1349-6520
전라북도 부안군 줄포면 우포리 138-0,전라북도 부안군 줄포면,45800410,줄포자동차공업고등학교 운동장,126.6771848,35.58430406,2894,부안군,전라북도,1193,0.412232205,줄포면,010-9045-9989
전라북도 부안군 줄포면 우포리 723-0,전라북도 부안군 줄포면,45800410,줄포생태공원 운동장,126.6742516,35.5821564,9739,부안군,전라북도,7104,0.729438341,줄포면,010-2444-2711
전라북도 부안군 위도면 진리 39-1,전라북도 부안군 위도면,45800420,위도중고등학교 운동장,126.2964485,35.6045662,3980,부안군,전라북도,3091,0.776633166,위도면,010-8675-3191
전라북도 부안군 위도면 치도리 60-1,전라북도 부안군 위도면,45800420,위도초등학교 운동장,126.2922547,35.5957895,2448,부안군,전라북도,123,0.050245098,위도면,010-8427-2828
전라북도 부안군 위도면 식도리 산284,전라북도 부안군 위도면,45800420,위도초등학교식도분교 운동장,126.2897703,35.6293857,1837,부안군,전라북도,302,0.164398476,위도면,010-4180-1093
전라남도 목포시 용당동 171-11,전라남도 목포시 용당동,46110101,목포공고 운동장,126.4038205,34.79521052,12970,목포시,전라남도,3379,0.260524287,용당동,010-9971-7863
전라남도 목포시 용당동 1188-2,전라남도 목포시 용당동,46110101,목포시청 주차장,126.39184,34.81146,4650,목포시,전라남도,841,0.180860215,용당동,010-7487-8628
전라남도 목포시 용당동 937-1,전라남도 목포시 용당동,46110101,목상고등학교 운동장,126.3959567,34.8063384,8112,목포시,전라남도,7565,0.932569034,용당동,010-7889-3678
전라남도 목포시 용당동 1028-7,전라남도 목포시 용당동,46110101,용호초등학교 운동장,126.4006905,34.79965629,11176,목포시,전라남도,3333,0.298228346,용당동,010-4207-5249
전라북도 부안군 보안면 영전리 298-13,전라북도 부안군 보안면,45800350,줄포농공단지 주차장,126.6726092,35.60184767,1253,부안군,전라북도,159,0.126895451,보안면,010-1754-9320
전라북도 부안군 보안면 영전리 515,전라북도 부안군 보안면,45800350,영전초등학교 운동장,126.6691627,35.612016,4355,부안군,전라북도,2606,0.598392652,보안면,010-7500-5004
전라북도 부안군 보안면 영전리 398-1,전라북도 부안군 보안면,45800350,보안중학교 운동장,126.6735006,35.61010703,8082,부안군,전라북도,6133,0.75884682,보안면,010-9767-7668
전라북도 부안군 변산면 도청리 313-1,전라북도 부안군 변산면,45800360,전라북도학생해양수련원 운동장,126.4891429,35.59292748,6008,부안군,전라북도,316,0.052596538,변산면,010-5777-1414
전라북도 부안군 변산면 격포리 271-53,전라북도 부안군 변산면,45800360,격포초등학교 운동장,126.474228,35.626044,4293,부안군,전라북도,3155,0.734917307,변산면,010-2373-9569
전라북도 부안군 변산면 운산리 525-4,전라북도 부안군 변산면,45800360,변산서중학교 운동장,126.5205506,35.66291767,5916,부안군,전라북도,2305,0.389621366,변산면,010-6414-1453
전라북도 부안군 변산면 지서리 383-2,전라북도 부안군 변산면,45800360,변산초등학교 운동장,126.5285915,35.6631742,5494,부안군,전라북도,4825,0.878230797,변산면,010-2824-7385
전라북도 부안군 진서면 진서리 1047-0,전라북도 부안군 진서면,45800370,곰소초등학교 운동장,126.5995896,35.5956101,6183,부안군,전라북도,4445,0.71890668,진서면,010-1215-9119
전라북도 부안군 진서면 곰소리 427-0,전라북도 부안군 진서면,45800370,변산중학교 운동장,126.6058767,35.58921071,4700,부안군,전라북도,2754,0.585957447,진서면,010-6661-6532
전라북도 부안군 백산면 용계리 74-2,전라북도 부안군 백산면,45800380,백룡초등학교 운동장,126.8109627,35.7185896,4237,부안군,전라북도,1107,0.261269766,백산면,010-3268-8490
전라북도 부안군 백산면 평교리 223,전라북도 부안군 백산면,45800380,백산초등학교 운동장,126.7872231,35.70148204,3030,부안군,전라북도,826,0.272607261,백산면,010-8125-6951
전라북도 부안군 백산면 오곡리 547-5,전라북도 부안군 백산면,45800380,백산중고등학교 운동장,126.7897876,35.7080066,10941,부안군,전라북도,3020,0.276025957,백산면,010-6686-7710
전라북도 부안군 상서면 가오리 546-3,전라북도 부안군 상서면,45800390,우덕초등학교 운동장,126.6766324,35.6835909,7755,부안군,전라북도,1811,0.233526757,상서면,010-8090-6673
전라북도 부안군 상서면 용서리 117,전라북도 부안군 상서면,45800390,상서중학교 운동장,126.6764934,35.6881459,9432,부안군,전라북도,2625,0.278307888,상서면,010-9916-9683
전라북도 부안군 상서면 통정리 416-2,전라북도 부안군 상서면,45800390,상서초등학교 운동장,126.6590224,35.7076711,8733,부안군,전라북도,5317,0.608840032,상서면,010-6140-3058
전라북도 부안군 부안읍 봉덕리 726-10,전라북도 부안군 부안읍,45800250,부안고등학교 운동장,126.7296965,35.71589579,6458,부안군,전라북도,2036,0.315267885,부안읍,010-3054-1847
전라북도 부안군 부안읍 봉덕리 658-8,전라북도 부안군 부안읍,45800250,부안여자고등학교,126.73532,35.71543017,3280,부안군,전라북도,770,0.234756098,부안읍,010-7440-3444
전라북도 부안군 부안읍 연곡리 398-4,전라북도 부안군 부안읍,45800250,부안남초등학교 운동장,126.7343321,35.70183946,4260,부안군,전라북도,4198,0.985446009,부안읍,010-2825-9852
전라북도 부안군 주산면 갈촌리 357-11,전라북도 부안군 주산면,45800310,주산중학교 운동장,126.7124318,35.67057397,8106,부안군,전라북도,5597,0.69047619,주산면,010-3241-1619
전라북도 부안군 주산면 갈촌리 289-1,전라북도 부안군 주산면,45800310,주산초등학교 운동장,126.7145737,35.6663714,6689,부안군,전라북도,2344,0.350426073,주산면,010-7016-7359
전라북도 부안군 동진면 봉황리 212-3,전라북도 부안군 동진면,45800320,동진초등학교 운동장,126.743402,35.753167,5749,부안군,전라북도,2042,0.355192207,동진면,010-1693-2523
전라북도 부안군 동진면 본덕리 265-4,전라북도 부안군 동진면,45800320,동북초등학교 운동장,126.730938,35.775277,8099,부안군,전라북도,1584,0.195579701,동진면,010-3350-6329
전라북도 부안군 행안면 역리 1140-0,전라북도 부안군 행안면,45800330,부안제2농공단지 주차장,126.7215201,35.73498906,6826,부안군,전라북도,3756,0.550249048,행안면,010-8516-6576
전라북도 부안군 행안면 역리 1119-0,전라북도 부안군 행안면,45800330,부안행안농공단지 주차장,126.7184436,35.73888837,2167,부안군,전라북도,1916,0.884171666,행안면,010-3659-9246
전라북도 부안군 행안면 진동리 933-0,전라북도 부안군 행안면,45800330,부안스포츠파크 부안공설운동장,126.7221558,35.70055757,10247,부안군,전라북도,4539,0.442958915,행안면,010-2663-9478
전라북도 부안군 행안면 진동리 199-1,전라북도 부안군 행안면,45800330,행안초등학교 운동장,126.716212,35.71847748,4484,부안군,전라북도,3647,0.813336307,행안면,010-7798-9646
전라북도 부안군 행안면 신기리 24-0,전라북도 부안군 행안면,45800330,부안제일고등학교 운동장,126.7233896,35.72696995,10469,부안군,전라북도,6441,0.615245009,행안면,010-7039-3181
전라북도 부안군 계화면 계화리 233,전라북도 부안군 계화면,45800340,계화초등학교 운동장,126.6381057,35.7855225,5288,부안군,전라북도,2814,0.53214826,계화면,010-2523-8270
경기도 남양주시 별내면 청학리 408-1,경기도 남양주시 별내면,41360310,청학고등학교 운동장,127.1194261,37.71137193,3922,남양주시,경기도,1558,0.397246303,별내면,010-8488-7434
경기도 남양주시 별내면 청학리 421-0,경기도 남양주시 별내면,41360310,별내중학교 운동장,127.1126369,37.71079983,5769,남양주시,경기도,4716,0.817472699,별내면,010-4214-2112
서울특별시 강서구 공항동 1341,서울특별시 강서구 공항동,11500108,활주로상상어린이공원,126.815932,37.5544146,606,강서구,서울특별시,227,0.374587459,공항동,010-8339-4220
서울특별시 강서구 공항동 768-1,서울특별시 강서구 공항동,11500108,송정중학교 운동장,126.8155128,37.55370605,5333,강서구,서울특별시,4360,0.817551097,공항동,010-8329-9340
서울특별시 강서구 방화동 217-35,서울특별시 강서구 방화동,11500109,송화초등학교 운동장,126.8174049,37.56804654,6688,강서구,서울특별시,4054,0.606160287,방화동,010-9801-4317
서울특별시 강서구 방화동 636-1,서울특별시 강서구 방화동,11500109,방화중학교 운동장,126.8067356,37.56478937,3672,강서구,서울특별시,3124,0.850762527,방화동,010-8014-9213
전라북도 전주시 덕진구 송천동1가 397-0,전라북도 전주시 덕진구,45113000,전주송천초등학교(운동장),127.1199366,35.85772224,7175,전주시,전라북도,1983,0.276376307,덕진구,010-1049-3659
전라북도 전주시 덕진구 송천동1가 283-1,전라북도 전주시 덕진구,45113000,전라북도립여성중고등학교(운동장),127.1204912,35.85364776,1187,전주시,전라북도,135,0.113732098,덕진구,010-9880-8437
전라북도 전주시 덕진구 송천동2가 175-22,전라북도 전주시 덕진구,45113000,전주오송중학교(운동장),127.1285152,35.86570498,2720,전주시,전라북도,1160,0.426470588,덕진구,010-7122-4370
전라북도 전주시 덕진구 송천동2가 1310-0,전라북도 전주시 덕진구,45113000,전주화정초등학교,127.131386,35.87271233,2424,전주시,전라북도,1912,0.788778878,덕진구,010-1646-8303
전라북도 전주시 덕진구 송천동2가 1302,전라북도 전주시 덕진구,45113000,전주에코시티 고등학교 예정부지,127.1346485,35.87825488,15757,전주시,전라북도,8422,0.534492606,덕진구,010-6008-1556
