대피소명,위치,현재인원,수용가능인원,수용가능인원범위,경도,위도,시,구,읍면동,담당자 연락처,비율
중곡3동 주민센터,"서울특별시 광진구 동일로76가길 28 (중곡동, 중곡제3동주민센터)",359,470,100이상 1000이하,127.0801736,37.5688084,서울특별시,광진구,중곡동,010-7423-2477,0.7638297872340426
중곡4동 주민센터 지하 1층,"서울특별시 광진구 긴고랑로 131 (중곡동, 중곡제4동주민센터)",145,400,100이상 1000이하,127.0894538,37.5590865,서울특별시,광진구,중곡동,010-5296-7755,0.3625
화양동 주민센터,"서울특별시 광진구 능동로17길 39 (화양동, 화양동주민센터)",563,793,100이상 1000이하,127.0713152,37.5465421,서울특별시,광진구,화양동,010-5262-7285,0.7099621689785625
건국대 새천년관,서울특별시 광진구 능동로 120 (화양동),4398,11060,5000이상,127.0759546,37.5438883,서울특별시,광진구,화양동,010-6587-5169,0.3976491862567812
건국대 산학협동관,서울특별시 광진구 능동로 120 (화양동),1180,4439,1000이상 5000이하,127.0759546,37.5438883,서울특별시,광진구,화양동,010-2243-8113,0.2658256364045956
건국대 상허연구관,서울특별시 광진구 능동로 120 (화양동),4124,7276,5000이상,127.0759546,37.5438883,서울특별시,광진구,화양동,010-5405-6063,0.5667949422759758
새한아파트,"서울특별시 광진구 자양로26길 71 (구의동, 구의동새한아파트)",1141,6594,5000이상,127.0881552,37.5410429,서울특별시,광진구,구의동,010-2318-8555,0.173036093418259
현대프라임아파트 지하주차장 1층,"서울특별시 광진구 광나루로56길 29 (구의동, 현대프라임아파트)",5417,10000,5000이상,127.097985,37.537314,서울특별시,광진구,구의동,010-5431-1276,0.5417
테크노마트 지하주차장 1~5층,"서울특별시 광진구 광나루로56길 85 (구의동, 테크노마트)",54701,55697,5000이상,127.0957093,37.5357263,서울특별시,광진구,구의동,010-4098-5639,0.9821175287717472
광진경찰서,"서울특별시 광진구 자양로 167 (구의동, 광진경찰서)",230,1904,1000이상 5000이하,127.0838753,37.5428366,서울특별시,광진구,구의동,010-8605-3432,0.1207983193277311
한강현대아파트 지하주차장 1층,"서울특별시 광진구 능동로 19 (자양동, 한강현대아파트)",1827,2344,1000이상 5000이하,127.0666196,37.5330327,서울특별시,광진구,자양동,010-3517-3662,0.7794368600682594
케이티앤지성동지사,"서울특별시 광진구 동일로 462 (중곡동, 케이티앤지성동지점)",1707,2327,1000이상 5000이하,127.0803238,37.571311,서울특별시,광진구,중곡동,010-8728-7019,0.7335625268586162
자양우성7차아파트 지하주차장 1층,"서울특별시 광진구 아차산로36길 39, 지하주차장 1층 (자양동, 자양7차우성아파트)",19830,21950,5000이상,127.074599,37.5363612,서울특별시,광진구,자양동,010-5125-4185,0.9034168564920273
삼양동 주민센터 주차장(지하 1층),서울특별시 강북구 솔매로 69(미아동),238,564,100이상 1000이하,127.0197725,37.6250518,서울특별시,강북구,미아동,010-2741-6229,0.4219858156028369
미성빌딩-미아동(지하1층 ~ 지하 2층),"서울특별시 강북구 도봉로 188, 미성빌딩 (미아동)",1318,1860,1000이상 5000이하,127.0268143,37.6256397,서울특별시,강북구,미아동,010-7532-1964,0.7086021505376344
한강성원아파트 지하주차장 1층,"서울특별시 광진구 능동로3길 17 (자양동, 성원아파트)",2382,4692,1000이상 5000이하,127.0659561,37.5334161,서울특별시,광진구,자양동,010-1104-3114,0.5076726342710998
일성파크아파트 지하주차장 1층,"서울특별시 광진구 군자로12길 46 (군자동, 일성파크아파트)",981,1114,1000이상 5000이하,127.0724402,37.551509,서울특별시,광진구,군자동,010-5769-2615,0.8806104129263914
군자지하보도,서울특별시 광진구 동일로 323 (중곡동),89,627,100이상 1000이하,127.0737353,37.560091,서울특별시,광진구,중곡동,010-5311-7923,0.1419457735247209
한라아파트 지하주차장 1층,"서울특별시 광진구 뚝섬로33길 20, 지하주차장 1층 (자양동, 한라아파트)",5756,11440,5000이상,127.0703696,37.5354158,서울특별시,광진구,자양동,010-1133-3559,0.5031468531468531
도봉구민회관 지하주차장 1층,"서울특별시 도봉구 도봉로 552 (창동, 도봉구민회관)",155,1963,1000이상 5000이하,127.0384528,37.6541068,서울특별시,도봉구,창동,010-1426-8822,0.07896077432501274
북부교육청 지하 주차장 1층,"서울특별시 도봉구 노해로 313 (창동, 북부교육청)",599,1380,1000이상 5000이하,127.0431752,37.6518858,서울특별시,도봉구,창동,010-4073-1566,0.4340579710144927
방학동 ESA2단지 아파트 지하주차장 1층~3층,서울특별시 도봉구 도봉로150길 43 (방학동),7785,14978,5000이상,127.0455905,37.6664777,서울특별시,도봉구,방학동,010-6888-9062,0.5197623180664975
방학동 ESA3단지아파트 지하주차장 1층~3층,서울특별시 도봉구 도봉로150길 31 (방학동),95,5676,5000이상,127.0447665,37.6663571,서울특별시,도봉구,방학동,010-6354-8428,0.016737138830162087
화천회관 지하2층,"서울특별시 강남구 영동대로 702 (청담동, 화천회관빌딩)",86,4184,1000이상 5000이하,127.0575925,37.5204806,서울특별시,강남구,청담동,010-4837-5339,0.02055449330783939
그랜드인터컨티넨탈 서울 파르나스,"서울특별시 강남구 테헤란로 521 (삼성동, 그랜드인터콘티넨탈호텔)",19942,35000,5000이상,127.0608688,37.509545,서울특별시,강남구,삼성동,010-4635-2653,0.5697714285714286
현대백화점,"서울특별시 강남구 테헤란로 517 (삼성동, 현대백화점)",23691,27600,5000이상,127.0598879,37.5086329,서울특별시,강남구,삼성동,010-2862-4546,0.8583695652173913
현대2차아파트 208동,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",2305,4723,1000이상 5000이하,127.0510516,37.4827754,서울특별시,강남구,개포동,010-6438-2007,0.48803726445056106
현대2차아파트 210동,"서울특별시 강남구 언주로 107 (개포동, 현대2차아파트)",16,848,100이상 1000이하,127.0510516,37.4827754,서울특별시,강남구,개포동,010-4408-1370,0.018867924528301886
서울북부지방법원 지하주차장 1층,"서울특별시 도봉구 마들로 749 (도봉동, 서울북부지방법원)",2716,3264,1000이상 5000이하,127.0471516,37.677408,서울특별시,도봉구,도봉동,010-5258-4149,0.8321078431372549
쌍문4동 현대2차아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로6길 53 (쌍문동, 현대2차아파트)",471,2614,1000이상 5000이하,127.0301645,37.6592614,서울특별시,도봉구,쌍문동,010-8171-7942,0.18018362662586074
대우파크힐아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 8 (쌍문동, 대우파크힐아파트)",4131,8768,5000이상,127.0288148,37.6515612,서울특별시,도봉구,쌍문동,010-3780-1471,0.47114507299270075
신동아 2동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 2동 (방학동, 신동아1단지아파트)",243,1181,1000이상 5000이하,127.0286105,37.6606886,서울특별시,도봉구,방학동,010-1504-1052,0.20575783234546993
쌍문3동 주민센터 지하 1층,"서울특별시 도봉구 노해로44길 9 (쌍문동, 쌍문3동주민센터)",228,322,100이상 1000이하,127.0278643,37.6489775,서울특별시,도봉구,쌍문동,010-9611-9958,0.7080745341614907
"한화,성원아파트(방학3동) 지하주차장 1층~2층","서울특별시 도봉구 방학로11길 10 (방학동, 한화아파트)",261,4419,1000이상 5000이하,127.0317117,37.6615186,서울특별시,도봉구,방학동,010-1059-9475,0.059063136456211814
신동아4단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로 200 (방학동, 신동아아파트)",2457,7501,5000이상,127.0296982,37.6625115,서울특별시,도봉구,방학동,010-2252-3423,0.3275563258232236
"sk북한산시티아파트 주차장(144,146)","서울특별시 강북구 솔샘로 174 (미아동, SK북한산시티아파트)",12416,12686,5000이상,127.0129522,37.6183158,서울특별시,강북구,미아동,010-4401-5771,0.9787166955699196
우림빌딩(지하1층)-수유3동,"서울특별시 강북구 노해로 70 (수유동, 우림빌딩)",121,488,100이상 1000이하,127.022674,37.6418315,서울특별시,강북구,수유동,010-3080-3254,0.24795081967213115
현대하이츠빌라 지하주차장 1층,"서울특별시 광진구 영화사로9길 24 (중곡동, 현대하이츠빌라)",63,801,100이상 1000이하,127.0933491,37.5561206,서울특별시,광진구,중곡동,010-8318-8112,0.07865168539325842
대순진리회 지하1층,"서울특별시 광진구 용마산로 74 (중곡동, 대순종단천안방면중앙연락소)",401,456,100이상 1000이하,127.0878002,37.5602539,서울특별시,광진구,중곡동,010-3373-4351,0.8793859649122807
어린이회관 지하 1층,"서울특별시 광진구 광나루로 441 (능동, 육영재단어린이회관)",1492,2292,1000이상 5000이하,127.0780956,37.5470277,서울특별시,광진구,능동,010-8936-3474,0.6509598603839442
도봉1동 주민센터 지하주차장 1층,"서울특별시 도봉구 도봉로169나길 22 (도봉동, 도봉1동주민센터)",69,241,100이상 1000이하,127.0434369,37.6786913,서울특별시,도봉구,도봉동,010-3609-3115,0.2863070539419087
신동아타워상가아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로 210 (방학동, 신동아타워아파트)",1603,5288,5000이상,127.0288763,37.662143,서울특별시,도봉구,방학동,010-3755-2755,0.3031391830559758
동아그린아파트(창5동) 지하주차장 1층,"서울특별시 도봉구 노해로63다길 34 (창동, 동아그린아파트)",3365,8618,5000이상,127.0465466,37.6546988,서울특별시,도봉구,창동,010-7389-9007,0.3904618240891158
경남아파트 경남상가 지하 1층,"서울특별시 강남구 언주로 110 (개포동, 경남아파트)",98,959,100이상 1000이하,127.0542279,37.4848778,서울특별시,강남구,개포동,010-5997-9511,0.10218978102189781
경남아파트 관리소 지하 1층,서울특별시 강남구 언주로 110 (경남아파트),293,320,100이상 1000이하,127.0542279,37.4848778,서울특별시,강남구,개포동,010-8661-2803,0.915625
도곡정보문화도서관,"서울특별시 강남구 도곡로18길 57 (도곡동, 도곡정보문화도서관)",865,1494,1000이상 5000이하,127.0390246,37.488238,서울특별시,강남구,도곡동,010-8550-8905,0.5789825970548862
대우파크빌 지하주차장 1층,"서울특별시 도봉구 시루봉로2길 80 (쌍문동, 대우파크빌라)",925,1107,1000이상 5000이하,127.0323527,37.6553543,서울특별시,도봉구,쌍문동,010-2790-1656,0.8355916892502259
KT양재지점 양재전화국,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",372,488,100이상 1000이하,127.0403419,37.4858799,서울특별시,강남구,도곡동,010-2609-4319,0.7622950819672131
도곡2동주민센터,"서울특별시 강남구 남부순환로378길 34-9 (도곡동, 도곡2동주민센터)",2730,3115,1000이상 5000이하,127.0464338,37.4837425,서울특별시,강남구,도곡동,010-3606-4686,0.8764044943820225
목화1차아파트 101동 지하1층,"서울특별시 금천구 문성로1길 7 (독산동, 목화아파트2차)",1459,1492,1000이상 5000이하,126.9041691,37.4766909,서울특별시,금천구,독산동,010-4194-9179,0.9778820375335121
목화2차아파트 102동 지하1층,"서울특별시 금천구 문성로3길 8 (독산동, 목화아파트)",789,1200,1000이상 5000이하,126.9047323,37.4766416,서울특별시,금천구,독산동,010-4225-3877,0.6575
목화빌라 지하1층,"서울특별시 금천구 문성로3길 3 (독산동, 목화빌라)",536,815,100이상 1000이하,126.9045357,37.4770541,서울특별시,금천구,독산동,010-5176-6384,0.6576687116564417
우성1차아파트 지하주차장 1층~2층,"서울특별시 도봉구 해등로 286-5 (방학동, 우성1차아파트)",14223,14389,5000이상,127.0238157,37.6579434,서울특별시,도봉구,방학동,010-3920-8684,0.9884634095489611
방학3동 주민센터 지하 1층,"서울특별시 도봉구 시루봉로 94 (방학동, 방학3동주민센터)",379,490,100이상 1000이하,127.028036,37.6591685,서울특별시,도봉구,방학동,010-9839-6858,0.773469387755102
한국타이어 지하 1~4층,"서울특별시 강남구 테헤란로 133 (역삼동, 한국타이어빌딩)",5043,7067,5000이상,127.0334784,37.5001561,서울특별시,강남구,역삼동,010-1269-2139,0.7135984151690958
럭키아파트 지하1층,"서울특별시 금천구 시흥대로47길 43 (시흥동, 럭키아파트)",960,5575,5000이상,126.8989408,37.4482097,서울특별시,금천구,시흥동,010-6943-8695,0.17219730941704037
건영아파트 지하1층,"서울특별시 금천구 시흥대로59길 35 (시흥동, 남서울건영아파트)",355,1384,1000이상 5000이하,126.8982847,37.4528534,서울특별시,금천구,시흥동,010-3731-5327,0.2565028901734104
영광아파트 지하1층,"서울특별시 금천구 시흥대로57길 17 (시흥동, 영광빌딩)",378,640,100이상 1000이하,126.9003551,37.4530101,서울특별시,금천구,시흥동,010-7826-6728,0.590625
포스코트아파트,"서울특별시 강남구 남부순환로381길 15 (도곡동, 포스코트아파트)",3129,7827,5000이상,127.0475681,37.4880784,서울특별시,강남구,도곡동,010-3259-9122,0.39977002683020313
청담평생학습관 지하1층,"서울특별시 강남구 학동로67길 11 (청담동, 청담2문화센터)",2449,4907,1000이상 5000이하,127.0463445,37.51899,서울특별시,강남구,청담동,010-1774-4329,0.49908294273486853
경원오피스텔 지하1층,"서울특별시 강남구 도산대로 446 (청담동, 경원오피스텔)",3664,5671,5000이상,127.045081,37.5235958,서울특별시,강남구,청담동,010-7780-8773,0.6460941632868983
목련타운아파트,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",3791,4412,1000이상 5000이하,127.0858714,37.4852747,서울특별시,강남구,일원동,010-5061-3993,0.8592475067996374
푸른마을아파트,"서울특별시 강남구 일원로14길 25 (일원동, 푸른마을아파트)",2909,3600,1000이상 5000이하,127.0813262,37.4846837,서울특별시,강남구,일원동,010-7101-8086,0.8080555555555555
한신코아빌딩(지하1층주차장),"서울특별시 마포구 마포대로4다길 18 (마포동, 강변한신코아빌딩)",1843,3609,1000이상 5000이하,126.9439128,37.5363256,서울특별시,마포구,마포동,010-1375-4690,0.5106677750069272
밤섬현대아파트(지하1층주차장),"서울특별시 마포구 신수로3길 23 (현석동, 밤섬현대아파트)",416,6585,5000이상,126.9326402,37.5429104,서울특별시,마포구,현석동,010-6906-4917,0.06317388003037205
성원아파트(지하1층주차장),"서울특별시 마포구 독막로28길 7 (신수동, 성원아파트)",3387,4961,1000이상 5000이하,126.93746,37.546982,서울특별시,마포구,신수동,010-7024-7499,0.6827252570046362
휴먼빌 아파트(지하1층주차장),"서울특별시 마포구 방울내로 31 (망원동, 망원동 휴먼빌 아파트)",6588,8539,5000이상,126.8987511,37.5587097,서울특별시,마포구,망원동,010-9140-5034,0.7715189132216888
코오롱하늘채아파트101-103동(지하1~3층주차장),"서울특별시 마포구 연남로 52 (연남동, 코오롱하늘채아파트)",5713,11056,5000이상,126.9212338,37.5635518,서울특별시,마포구,연남동,010-6260-4322,0.516732995658466
세양청마루아파트(지하1층주차장),"서울특별시 마포구 독막로 209 (신수동, 세양청마루아파트)",5401,6209,5000이상,126.9367019,37.5479856,서울특별시,마포구,신수동,010-3614-9052,0.8698663230794008
일원1동주민센터,"서울특별시 강남구 양재대로55길 14 (일원동, 일원1동주민센터)",158,443,100이상 1000이하,127.0879629,37.491839,서울특별시,강남구,일원동,010-8238-4057,0.35665914221218964
수서1단지아파트 상가 앞 지하보도,"서울특별시 강남구 양재대로55길 6 (일원동, 수서1단지아파트 상가)",96,292,100이상 1000이하,127.088329,37.4913409,서울특별시,강남구,일원동,010-6646-7717,0.3287671232876712
중동고등학교,"서울특별시 강남구 일원로 7 (일원동, 중동고등학교)",189,231,100이상 1000이하,127.0810885,37.4936053,서울특별시,강남구,일원동,010-7028-6967,0.8181818181818182
수서1단지에스에이치빌 101동,"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",720,2848,1000이상 5000이하,127.0909823,37.4927536,서울특별시,강남구,일원동,010-4663-4419,0.25280898876404495
수서1단지에스에이치빌 102동,"서울특별시 강남구 양재대로55길 10 (일원동, 수서1단지 에스에이치빌)",35,2831,1000이상 5000이하,127.0909823,37.4927536,서울특별시,강남구,일원동,010-8677-9896,0.012363122571529495
노벨빌딩(지하1~3층),"서울특별시 강남구 테헤란로78길 16 (대치동, 노벨빌딩)",1482,3532,1000이상 5000이하,127.0553624,37.5050648,서울특별시,강남구,대치동,010-3815-1526,0.41959229898074746
롯데백화점(지하2층),"서울특별시 강남구 도곡로 401 (대치동, 롯데백화점)",865,8140,5000이상,127.0533433,37.4969364,서울특별시,강남구,대치동,010-9164-8733,0.10626535626535627
신동아2단지아파트 지하 주차장 1층,"서울특별시 도봉구 방학로15길 40 (방학동, 신동아아파트)",10649,10856,5000이상,127.023622,37.6593699,서울특별시,도봉구,방학동,010-3067-4155,0.9809322033898306
삼성 래미안아파트(도봉2동) 지하주차장 1층~2층,"서울특별시 도봉구 도봉로170길 40 (도봉동, 래미안도봉아파트)",3812,17048,5000이상,127.04647,37.679884,서울특별시,도봉구,도봉동,010-8518-8649,0.22360394181135618
도봉파크빌2단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 마들로 835 (도봉동, 도봉파크빌2단지)",2103,5489,5000이상,127.0506967,37.6845667,서울특별시,도봉구,도봉동,010-8755-5216,0.3831298961559483
쌍문4동 주민센터 지하 1층,"서울특별시 도봉구 시루봉로 62-7 (쌍문동, 쌍문4동주민센터)",104,288,100이상 1000이하,127.028425,37.656482,서울특별시,도봉구,쌍문동,010-9695-3576,0.3611111111111111
용마초등학교,"서울특별시 광진구 천호대로113길 10 (중곡동, 서울용마초등학교)",1133,1146,1000이상 5000이하,127.0844637,37.558221,서울특별시,광진구,중곡동,010-4603-9727,0.9886561954624782
국립정신건강센터,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",4393,9521,5000이상,127.0856522,37.5650897,서울특별시,광진구,중곡동,010-9379-5758,0.46140111332843187
성원(방학1동) 101동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로7길 16 (방학동, 성원아파트)",2813,4043,1000이상 5000이하,127.0362806,37.661915,서울특별시,도봉구,방학동,010-8721-8461,0.6957704674746475
두산빌딩,"서울특별시 강남구 언주로 726 (논현동, 두산빌딩)",6157,8345,5000이상,127.0350922,37.5195675,서울특별시,강남구,논현동,010-7586-8571,0.7378070701018574
영화아파트,"서울특별시 구로구 경인로40길 11 (개봉동, 영화아파트)",3516,3606,1000이상 5000이하,126.8601696,37.4963739,서울특별시,구로구,개봉동,010-4519-2572,0.9750415973377704
우성아파트,"서울특별시 구로구 고척로19길 69-6 (개봉동, 우성아파트)",630,1699,1000이상 5000이하,126.8434779,37.5046125,서울특별시,구로구,개봉동,010-2943-6306,0.37080635668040024
신도림6차e편한세상(지하1층 주차장),"서울특별시 구로구 경인로59길 7 (신도림동, 신도림6차e-편한세상)",2223,4492,1000이상 5000이하,126.882653,37.5056493,서울특별시,구로구,신도림동,010-7678-8876,0.49487978628673196
수궁동주민센터 지하,"서울특별시 구로구 오리로15길 32 (궁동, 수궁동주민센터)",82,140,100이상 1000이하,126.8314627,37.4939422,서울특별시,구로구,궁동,010-8874-6414,0.5857142857142857
예림디자인고등학교 지하 교내식당,"서울특별시 구로구 오리로21길 2 (궁동, 오류고등학교,예림디자인고등학교)",723,3105,1000이상 5000이하,126.8281986,37.5002434,서울특별시,구로구,궁동,010-9622-2616,0.23285024154589373
하늘공원주자창,서울특별시 구로구 벚꽃로 370 (가리봉동),4591,8076,5000이상,126.8808491,37.4872461,서울특별시,구로구,가리봉동,010-9198-9360,0.5684744923229321
한양6차아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 58 (쌍문동, 한양6차아파트)",2676,6480,5000이상,127.0291405,37.6557438,서울특별시,도봉구,쌍문동,010-7365-3350,0.412962962962963
벽산아파트 지하주차장 1층~2층,"서울특별시 도봉구 시루봉로5길 48 (방학동, 벽산아파트)",7963,10210,5000이상,127.0252132,37.6589046,서울특별시,도봉구,방학동,010-6720-2745,0.7799216454456416
신동아 13동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 13동 (방학동, 신동아1단지아파트)",658,1202,1000이상 5000이하,127.0286105,37.6606886,서울특별시,도봉구,방학동,010-1038-3516,0.5474209650582362
신동아 17동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 17동 (방학동, 신동아1단지아파트)",956,1169,1000이상 5000이하,127.0286105,37.6606886,서울특별시,도봉구,방학동,010-9314-4961,0.8177929854576561
신동아 28동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 28동 (방학동, 신동아1단지아파트)",233,1202,1000이상 5000이하,127.0286105,37.6606886,서울특별시,도봉구,방학동,010-2206-6568,0.19384359400998336
신동아 30동 아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 107, 30동 (방학동, 신동아1단지아파트)",979,1202,1000이상 5000이하,127.0261501,37.6612173,서울특별시,도봉구,방학동,010-6252-7470,0.8144758735440932
우성2차아파트 지하주차장 1층~2층,"서울특별시 도봉구 해등로 307 (방학동, 우성2차아파트)",5520,10343,5000이상,127.0218899,37.6570113,서울특별시,도봉구,방학동,010-5241-6999,0.533694285990525
신동아5단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로12길 53 (방학동, 신동아아파트)",7691,8576,5000이상,127.0285219,37.6636195,서울특별시,도봉구,방학동,010-6457-4030,0.8968050373134329
청구아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 71 (방학동, 청구아파트)",6042,10695,5000이상,127.0263397,37.6573143,서울특별시,도봉구,방학동,010-7842-8033,0.5649368863955119
금용아파트(창동) 지하주차장 1층~2층,"서울특별시 도봉구 우이천로 200 (창동, 창동금용아파트)",5670,7326,5000이상,127.0356116,37.6380177,서울특별시,도봉구,창동,010-4258-4149,0.773955773955774
쌍용아파트 지하주차장 1층,서울특별시 도봉구 마들로 551 (창동),12528,36013,5000이상,127.0485169,37.6596069,서울특별시,도봉구,창동,010-2678-9247,0.3478743786965818
현대4차 아파트(창4동) 지하주차장 1층~2층,서울특별시 도봉구 노해로69가길 54,2383,9598,5000이상,127.0464122,37.6592703,서울특별시,도봉구,,010-6119-3719,0.24828089185246927
현대3차 아파트(창4동) 지하주차장 1층~2층,"서울특별시 도봉구 도봉로136길 111 (창동, 창동2,3차현대아파트)",6075,7573,5000이상,127.0463801,37.6613698,서울특별시,도봉구,창동,010-2662-3426,0.802191997887231
동도센트리움아파트 지하주차장 1층~2층,서울특별시 도봉구 마들로 579-19 (창동),539,5440,5000이상,127.0451224,37.6616396,서울특별시,도봉구,창동,010-4414-3927,0.09908088235294117
동국대사대부여중,서울특별시 광진구 광나루로36길 47 (구의동),50,872,100이상 1000이하,127.0869682,37.5432792,서울특별시,광진구,구의동,010-2152-7332,0.05733944954128441
신용보증기금,"서울특별시 광진구 광나루로 520 (구의동, 신용보증기금)",1193,1827,1000이상 5000이하,127.0873087,37.544678,서울특별시,광진구,구의동,010-1255-2938,0.6529830322933772
현대6단지아파트 지하주차장 1층,"서울특별시 광진구 구의강변로 94 (구의동, 현대아파트)",4895,5000,1000이상 5000이하,127.0944716,37.5386714,서울특별시,광진구,구의동,010-5676-3699,0.979
삼성 레미안아파트(창1동) 지하주차장 1층,"서울특별시 도봉구 노해로66길 21 (창동, 삼성아파트)",7289,12760,5000이상,127.0484512,37.6492748,서울특별시,도봉구,창동,010-5792-5169,0.5712382445141065
강변우성아파트 지하주차장 1층,"서울특별시 광진구 구의강변로 42 (구의동, 구의동강변우성아파트)",1530,2000,1000이상 5000이하,127.0927033,37.5351788,서울특별시,광진구,구의동,010-8430-7218,0.765
동서울터미널 지하주차장 2~3층,"서울특별시 광진구 강변역로 50 (구의동, 동서울터미널빌딩)",3061,3125,1000이상 5000이하,127.0942004,37.534538,서울특별시,광진구,구의동,010-6378-1849,0.97952
리젠트오피스텔 지하주차장 1~4층,"서울특별시 광진구 강변역로4길 68 (구의동, 리젠트오피스텔)",104,200,100이상 1000이하,127.0926117,37.532606,서울특별시,광진구,구의동,010-6574-6999,0.52
"인성하이텍 빌딩 지하주차장 1층, 2층, 4층","서울특별시 광진구 아차산로 627 (광장동, 인성하이텍빌딩)",2567,3043,1000이상 5000이하,127.1072908,37.5488061,서울특별시,광진구,광장동,010-6013-9638,0.8435754189944135
동아청솔아파트 지하주차장 1층~2층,서울특별시 도봉구 노해로69길 103 (창동),30682,44380,5000이상,127.048472,37.6577017,서울특별시,도봉구,창동,010-6191-3203,0.6913474538080217
백상빌딩 지하주차장 1층,서울특별시 도봉구 노해로 397-15 (창동),1309,5180,5000이상,127.0518461,37.6533989,서울특별시,도봉구,창동,010-2591-1448,0.2527027027027027
석탑프라자,"서울특별시 강남구 개포로 615 (개포동, 석탑프라자)",481,8483,5000이상,127.0756013,37.4926645,서울특별시,강남구,개포동,010-5333-3817,0.05670163857126017
서울주택도시공사,"서울특별시 강남구 개포로 621 (개포동, SH공사)",6380,12400,5000이상,127.0788146,37.4942239,서울특별시,강남구,개포동,010-1445-3768,0.5145161290322581
삼정빌딩 앞 역삼지하보도 지하1층,서울특별시 강남구 테헤란로 301 (삼정빌딩),581,603,100이상 1000이하,127.0430969,37.5031271,서울특별시,강남구,역삼동,010-4044-4526,0.9635157545605307
한독약품 지하 2~4층,"서울특별시 강남구 테헤란로 132 (역삼동, 한독약품빌딩)",43,3180,1000이상 5000이하,127.0332229,37.4993254,서울특별시,강남구,역삼동,010-5238-7429,0.013522012578616353
유니온센터 지하3~8층,"서울특별시 강남구 강남대로 310 (역삼동, 유니온센터오피스텔)",6252,14547,5000이상,127.0315025,37.4909898,서울특별시,강남구,역삼동,010-8748-2561,0.4297793359455558
성지하이츠 지하 2~6층,"서울특별시 강남구 논현로 507 (역삼동, 성지하이츠3차빌딩)",834,8975,5000이상,127.0361824,37.5015847,서울특별시,강남구,역삼동,010-3214-4602,0.09292479108635097
삼원타워 지하 2~4층,"서울특별시 강남구 테헤란로 124, 삼원타워 (역삼동)",253,9803,5000이상,127.0317205,37.4987952,서울특별시,강남구,역삼동,010-3890-1106,0.025808425992043253
위워크타워 앞 역삼지하보도,"서울특별시 강남구 테헤란로 302, 위워크타워 (역삼동)",149,483,100이상 1000이하,127.0435097,37.5024246,서울특별시,강남구,역삼동,010-1655-7270,0.3084886128364389
한강극동아파트 지하주차장 1층,"서울특별시 광진구 능동로3길 53 (자양동, 극동아파트)",1093,2115,1000이상 5000이하,127.064494,37.5338301,서울특별시,광진구,자양동,010-9745-5729,0.5167848699763593
두꺼비빌딩,"서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩)",332,1117,1000이상 5000이하,127.0447712,37.5028561,서울특별시,강남구,역삼동,010-6804-2567,0.297224709042077
"YK빌딩 지하 2,3,4층",서울특별시 강남구 도곡로 205 (역삼동),1107,3613,1000이상 5000이하,127.0413818,37.4929277,서울특별시,강남구,역삼동,010-5095-4198,0.30639357874342654
한국도심공항터미널,"서울특별시 강남구 테헤란로87길 22 (삼성동, 한국도심공항터미널)",14555,25600,5000이상,127.0595339,37.5096451,서울특별시,강남구,삼성동,010-9949-8054,0.5685546875
COEX,"서울특별시 강남구 영동대로 513 (삼성동, 코엑스)",18706,33676,5000이상,127.0594275,37.5116621,서울특별시,강남구,삼성동,010-9759-3812,0.555469770756622
현대백화점 지하 3~7층 주차장,서울특별시 강동구 천호대로 1005 (천호동),6616,27033,5000이상,127.1244167,37.5389906,서울특별시,강동구,천호동,010-4720-3114,0.24473791292124442
삼익아파트 지하 1~2층 주차장,서울특별시 강동구 상암로12길 13 (천호동),7747,8181,5000이상,127.1286578,37.5483801,서울특별시,강동구,천호동,010-4450-9140,0.9469502505806137
둔촌역 청구아파트 지하주차장,서울특별시 강동구 풍성로 194 (성내동),6776,6797,5000이상,127.133352,37.5296046,서울특별시,강동구,성내동,010-1115-8133,0.9969104016477858
롯데캐슬(아) 전동 지하주차장,"서울특별시 강동구 고덕로 131 (암사동, 강동롯데캐슬퍼스트아파트)",1347,25696,5000이상,127.1408189,37.556496,서울특별시,강동구,암사동,010-3335-5945,0.0524206102117061
